target,Account Balance,Duration of Credit (month),Payment Status of Previous Credit,Purpose,Credit Amount,Value Savings/Stocks,Length of current employment,Instalment per cent,Sex & Marital Status,Guarantors,Duration in Current address,Most valuable available asset,Age (years),Concurrent Credits,Type of apartment,No of Credits at this Bank,Occupation,No of dependents,Telephone,Foreign Worker
1,1.0,0.07352941176470588,1.0,0.0,0.10366457576758006,0.0,0.5,1.0,0.6666666666666667,0.0,1.0,0.6666666666666667,0.5178571428571428,1.0,0.5,0.6666666666666667,0.6666666666666667,0.0,1.0,0.0
1,1.0,0.1176470588235294,1.0,0.30000000000000004,0.02569604930119952,0.0,1.0,1.0,0.6666666666666667,0.0,1.0,0.0,0.5892857142857142,1.0,0.5,0.6666666666666667,0.6666666666666667,0.0,0.0,0.0
1,1.0,0.14705882352941174,0.75,0.0,0.030373060415978873,0.0,0.5,1.0,0.6666666666666667,0.0,0.3333333333333333,0.6666666666666667,0.14285714285714285,1.0,0.5,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0
1,0.3333333333333333,0.029411764705882346,0.5,0.30000000000000004,0.0064927919005172245,1.0,1.0,1.0,0.6666666666666667,0.0,1.0,0.3333333333333333,0.33928571428571425,1.0,0.5,0.0,0.6666666666666667,0.0,0.0,0.0
0,0.0,0.2941176470588235,0.5,0.0,0.052657642786398146,0.0,0.25,1.0,0.3333333333333333,0.0,1.0,0.3333333333333333,0.0892857142857143,1.0,0.0,0.0,0.6666666666666667,0.0,0.0,0.0
1,0.0,0.2941176470588235,0.25,0.2,0.12286783316826234,0.5,0.5,1.0,0.6666666666666667,0.0,1.0,0.0,0.0535714285714286,0.5,0.5,0.0,0.6666666666666667,0.0,1.0,0.0
0,0.0,0.2941176470588235,0.5,0.0,0.2512930560140861,0.0,0.75,0.3333333333333333,0.6666666666666667,0.5,0.6666666666666667,0.3333333333333333,0.21428571428571425,1.0,0.5,0.0,0.6666666666666667,0.0,1.0,0.0
1,1.0,0.08823529411764706,1.0,0.0,0.05397821063057115,0.0,1.0,0.6666666666666667,0.6666666666666667,0.0,1.0,0.0,0.23214285714285715,1.0,0.5,0.3333333333333333,0.3333333333333333,1.0,0.0,1.0
1,1.0,0.16176470588235292,1.0,0.30000000000000004,0.06107626279300099,0.0,0.5,1.0,0.6666666666666667,0.0,0.3333333333333333,0.3333333333333333,0.21428571428571425,1.0,0.5,0.3333333333333333,0.6666666666666667,0.0,0.0,0.0
1,0.6666666666666667,0.08823529411764706,1.0,0.30000000000000004,0.06036095521074061,1.0,0.75,1.0,0.6666666666666667,0.0,0.3333333333333333,0.3333333333333333,0.14285714285714285,1.0,0.5,0.3333333333333333,0.6666666666666667,0.0,1.0,0.0
1,1.0,0.029411764705882346,1.0,0.30000000000000004,0.05430835259161439,0.25,0.5,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.14285714285714285,1.0,0.5,0.3333333333333333,0.6666666666666667,0.0,0.0,0.0
1,1.0,0.16176470588235292,0.5,0.30000000000000004,0.06250687795752173,1.0,0.5,1.0,1.0,0.0,0.3333333333333333,0.0,0.37499999999999994,1.0,0.0,0.0,0.6666666666666667,0.0,1.0,0.0
0,0.0,0.47058823529411764,0.5,0.30000000000000004,0.11290855067679102,0.0,0.5,1.0,0.0,0.0,1.0,0.6666666666666667,0.21428571428571425,1.0,0.0,0.0,0.6666666666666667,0.0,0.0,0.0
0,0.0,0.2941176470588235,0.5,0.30000000000000004,0.12044679212061186,0.0,0.25,1.0,0.3333333333333333,0.0,1.0,0.0,0.28571428571428575,1.0,0.5,0.0,0.6666666666666667,0.0,1.0,0.0
1,1.0,0.029411764705882346,0.5,0.30000000000000004,0.06030593155056674,0.25,1.0,0.3333333333333333,0.6666666666666667,0.0,1.0,1.0,0.41071428571428575,0.0,1.0,0.0,0.6666666666666667,1.0,1.0,0.0
0,0.3333333333333333,0.1176470588235294,0.5,0.2,0.13821943435677342,1.0,1.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.10714285714285715,1.0,0.5,0.0,0.6666666666666667,0.0,1.0,0.0
1,1.0,0.029411764705882346,1.0,0.30000000000000004,0.0819852536590734,0.0,1.0,0.3333333333333333,1.0,0.0,0.3333333333333333,0.0,0.19642857142857145,1.0,0.0,0.3333333333333333,0.6666666666666667,0.0,0.0,0.0
0,0.3333333333333333,0.2941176470588235,0.5,0.1,0.6223175965665235,0.0,0.5,0.0,0.3333333333333333,0.0,1.0,0.6666666666666667,0.07142857142857145,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.0
1,0.3333333333333333,0.47058823529411764,0.5,0.30000000000000004,0.2500825354902608,0.0,0.25,1.0,0.3333333333333333,0.0,0.0,1.0,0.19642857142857145,1.0,0.5,0.0,1.0,0.0,1.0,0.0
1,1.0,0.029411764705882346,1.0,0.2,0.0534279740288324,1.0,0.5,0.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.14285714285714285,1.0,0.5,0.3333333333333333,0.6666666666666667,0.0,0.0,0.0
1,0.6666666666666667,0.029411764705882346,1.0,0.0,0.05771981952239463,0.0,0.5,0.0,0.6666666666666667,0.0,0.0,0.0,0.9821428571428572,1.0,0.5,0.6666666666666667,0.0,1.0,0.0,1.0
1,1.0,0.20588235294117646,1.0,0.30000000000000004,0.11852096401452623,0.0,0.5,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666667,0.125,1.0,0.5,0.3333333333333333,0.6666666666666667,0.0,0.0,0.0
1,1.0,0.1176470588235294,1.0,0.30000000000000004,0.03994717728623308,1.0,1.0,1.0,0.6666666666666667,0.0,1.0,0.6666666666666667,0.28571428571428575,1.0,0.5,0.3333333333333333,0.6666666666666667,0.0,0.0,0.0
0,0.0,0.1176470588235294,1.0,0.0,0.02426543413667877,0.0,1.0,1.0,0.6666666666666667,0.0,0.6666666666666667,0.3333333333333333,0.28571428571428575,1.0,0.5,0.3333333333333333,0.6666666666666667,0.0,0.0,0.0
1,1.0,0.47058823529411764,0.5,0.30000000000000004,0.11797072741278751,1.0,0.5,1.0,0.3333333333333333,0.0,1.0,0.6666666666666667,0.10714285714285715,1.0,0.5,0.0,0.6666666666666667,0.0,0.0,0.0
1,0.0,0.1176470588235294,1.0,0.0,0.10300429184549356,0.0,0.5,0.6666666666666667,0.6666666666666667,0.0,0.3333333333333333,0.0,0.35714285714285715,1.0,0.0,0.3333333333333333,0.3333333333333333,1.0,0.0,1.0
1,0.0,0.47058823529411764,1.0,0.2,0.11543963904478925,0.0,0.5,0.6666666666666667,1.0,0.0,0.3333333333333333,0.3333333333333333,0.48214285714285715,1.0,0.5,0.3333333333333333,0.6666666666666667,0.0,1.0,0.0
0,0.0,0.6470588235294117,0.5,0.30000000000000004,0.358093980411577,0.0,0.5,0.6666666666666667,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666667,0.21428571428571425,1.0,0.5,0.0,0.6666666666666667,0.0,1.0,0.0
0,0.3333333333333333,0.47058823529411764,0.5,0.0,0.6679322108506658,1.0,0.5,0.0,0.6666666666666667,0.0,1.0,1.0,0.32142857142857145,0.0,1.0,0.0,0.6666666666666667,0.0,1.0,0.0
1,0.0,0.338235294117647,1.0,0.9,0.12061186310113349,0.0,1.0,1.0,0.6666666666666667,0.0,1.0,0.6666666666666667,0.42857142857142855,0.5,0.5,1.0,1.0,1.0,1.0,0.0
0,0.0,0.1764705882352941,1.0,0.0,0.13068119291295258,0.0,1.0,0.3333333333333333,0.6666666666666667,1.0,1.0,0.3333333333333333,0.42857142857142855,1.0,0.0,0.0,0.6666666666666667,0.0,1.0,1.0
1,0.0,0.029411764705882346,1.0,0.0,0.18851105975569496,0.0,0.5,0.0,0.6666666666666667,0.0,0.6666666666666667,0.0,0.32142857142857145,1.0,0.0,0.6666666666666667,0.6666666666666667,1.0,0.0,0.0
0,1.0,0.1176470588235294,1.0,0.9,0.11235831407505227,0.0,0.0,1.0,0.6666666666666667,0.0,0.3333333333333333,0.6666666666666667,0.41071428571428575,0.5,0.5,0.3333333333333333,1.0,0.0,1.0,0.0
1,0.3333333333333333,0.029411764705882346,0.5,0.30000000000000004,0.04500935402222955,0.0,1.0,1.0,0.6666666666666667,0.0,1.0,0.6666666666666667,0.16071428571428575,1.0,0.5,0.0,0.6666666666666667,1.0,0.0,0.0
1,0.3333333333333333,0.10294117647058824,0.5,0.2,0.07301639705073182,0.75,0.25,1.0,0.3333333333333333,0.0,0.0,0.0,0.01785714285714285,1.0,0.5,0.0,0.6666666666666667,0.0,0.0,0.0
1,1.0,0.2941176470588235,1.0,0.0,0.09298998569384835,0.75,1.0,1.0,0.6666666666666667,0.0,1.0,0.0,0.7321428571428572,1.0,0.5,0.0,0.6666666666666667,0.0,1.0,0.0
1,0.3333333333333333,0.20588235294117646,1.0,0.30000000000000004,0.08501155496863651,0.0,1.0,0.6666666666666667,0.3333333333333333,1.0,1.0,0.0,0.5178571428571428,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,1.0,0.0
1,1.0,0.1176470588235294,1.0,0.30000000000000004,0.037416088918234836,1.0,1.0,1.0,0.6666666666666667,0.0,1.0,0.0,0.8214285714285714,1.0,0.5,1.0,0.6666666666666667,0.0,0.0,0.0
1,1.0,0.029411764705882346,1.0,0.30000000000000004,0.07175085286673269,0.0,0.75,0.0,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666667,0.0892857142857143,1.0,0.0,0.3333333333333333,0.6666666666666667,0.0,1.0,0.0
1,0.3333333333333333,0.20588235294117646,1.0,0.2,0.05749972488169913,0.0,0.25,1.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.14285714285714285,1.0,0.5,0.3333333333333333,0.6666666666666667,0.0,0.0,0.0
1,1.0,0.20588235294117646,1.0,0.2,0.19423352041377795,0.0,0.25,0.6666666666666667,0.0,0.0,0.3333333333333333,0.6666666666666667,0.28571428571428575,1.0,0.5,0.3333333333333333,1.0,0.0,1.0,0.0
1,0.0,0.2941176470588235,0.5,1.0,0.08281060856168151,0.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.0,0.6964285714285714,1.0,0.5,0.0,0.3333333333333333,0.0,1.0,0.0
1,0.6666666666666667,0.2941176470588235,1.0,0.9,0.05639925167822163,0.75,0.5,0.3333333333333333,0.0,0.0,1.0,0.0,0.30357142857142855,1.0,0.5,0.3333333333333333,0.6666666666666667,0.0,1.0,0.0
1,1.0,0.38235294117647056,0.5,0.1,0.25096291405304283,1.0,0.75,0.3333333333333333,0.3333333333333333,0.0,1.0,0.3333333333333333,0.0892857142857143,0.5,0.0,0.0,0.3333333333333333,0.0,0.0,0.0
1,0.3333333333333333,0.25,0.5,0.2,0.2050181578078574,1.0,0.75,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.6666666666666667,0.28571428571428575,1.0,0.5,0.0,0.6666666666666667,0.0,1.0,0.0
1,0.0,0.1176470588235294,0.5,0.2,0.055683944095961266,1.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.3333333333333333,0.5357142857142858,1.0,0.5,0.0,0.3333333333333333,0.0,1.0,0.0
1,0.3333333333333333,0.38235294117647056,0.5,0.30000000000000004,0.08060966215472654,1.0,0.5,1.0,0.3333333333333333,0.0,0.0,0.6666666666666667,0.125,1.0,0.5,0.0,0.6666666666666667,0.0,0.0,0.0
0,0.0,0.47058823529411764,0.5,0.1,0.44486629250577747,1.0,1.0,0.6666666666666667,0.6666666666666667,0.0,1.0,1.0,0.49999999999999994,1.0,1.0,0.0,0.6666666666666667,0.0,0.0,0.0
1,1.0,0.6470588235294117,0.75,0.30000000000000004,0.3845053372950369,1.0,1.0,0.6666666666666667,0.6666666666666667,0.0,0.6666666666666667,0.6666666666666667,0.23214285714285715,0.0,0.5,0.3333333333333333,0.6666666666666667,1.0,0.0,0.0
1,0.0,0.47058823529411764,0.5,0.0,0.16501595686145043,0.0,0.75,0.3333333333333333,0.6666666666666667,0.0,1.0,1.0,0.35714285714285715,0.0,1.0,0.0,1.0,1.0,1.0,0.0
1,0.0,0.20588235294117646,0.75,0.6000000000000001,0.45234951028942444,1.0,0.5,0.0,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666667,0.07142857142857145,1.0,0.0,0.3333333333333333,0.6666666666666667,0.0,1.0,0.0
1,0.0,0.08823529411764706,1.0,0.0,0.04335864421701331,0.0,0.75,1.0,0.6666666666666667,0.5,0.6666666666666667,0.3333333333333333,0.5357142857142858,1.0,0.5,0.3333333333333333,0.6666666666666667,0.0,1.0,0.0
1,0.6666666666666667,0.47058823529411764,0.5,0.30000000000000004,0.23236491691427316,0.0,1.0,1.0,0.6666666666666667,0.0,0.3333333333333333,0.6666666666666667,0.21428571428571425,1.0,0.5,0.0,0.6666666666666667,0.0,0.0,0.0
1,0.3333333333333333,0.2941176470588235,0.75,0.30000000000000004,0.07169582920655881,0.25,0.75,0.6666666666666667,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.07142857142857145,1.0,0.0,0.3333333333333333,0.6666666666666667,0.0,1.0,0.0
1,1.0,0.47058823529411764,0.75,0.0,0.5846263893474194,0.0,1.0,0.3333333333333333,0.6666666666666667,0.0,0.3333333333333333,0.6666666666666667,0.46428571428571425,1.0,0.5,0.3333333333333333,0.6666666666666667,1.0,1.0,0.0
1,0.3333333333333333,0.13235294117647056,0.5,0.30000000000000004,0.10184879498184218,0.0,0.25,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,0.07142857142857145,1.0,0.5,0.0,0.3333333333333333,0.0,0.0,0.0
1,1.0,0.1176470588235294,1.0,0.30000000000000004,0.07730824254429404,0.0,1.0,0.3333333333333333,0.6666666666666667,0.0,1.0,0.0,0.7857142857142858,1.0,0.5,0.3333333333333333,0.3333333333333333,0.0,1.0,0.0
1,1.0,0.1176470588235294,1.0,0.9,0.051447122262572906,0.0,0.5,0.6666666666666667,0.3333333333333333,0.0,0.3333333333333333,0.0,0.14285714285714285,1.0,0.5,0.3333333333333333,0.6666666666666667,0.0,0.0,0.0
0,0.0,0.47058823529411764,1.0,0.6000000000000001,0.4300099042588313,0.0,0.5,0.6666666666666667,0.3333333333333333,0.0,0.3333333333333333,1.0,0.10714285714285715,1.0,0.5,0.3333333333333333,1.0,0.0,1.0,0.0
1,0.0,0.07352941176470588,1.0,0.0,0.1402553097832068,0.0,0.5,0.3333333333333333,0.6666666666666667,0.0,0.3333333333333333,0.0,0.30357142857142855,1.0,0.0,0.3333333333333333,0.6666666666666667,1.0,0.0,0.0
0,0.3333333333333333,0.029411764705882346,0.5,0.0,0.7871134587872785,1.0,0.0,0.0,0.6666666666666667,0.0,0.3333333333333333,0.3333333333333333,0.07142857142857145,1.0,0.5,0.0,0.0,0.0,1.0,0.0
1,1.0,0.16176470588235292,0.5,0.1,0.05777484318256851,1.0,1.0,1.0,0.6666666666666667,0.0,1.0,1.0,0.46428571428571425,0.0,1.0,0.0,0.6666666666666667,1.0,0.0,0.0
1,1.0,0.07352941176470588,0.5,0.2,0.11285352701661715,0.25,0.25,0.3333333333333333,0.3333333333333333,0.0,1.0,0.3333333333333333,0.0535714285714286,1.0,0.0,0.0,0.6666666666666667,0.0,0.0,0.0
1,1.0,0.1176470588235294,1.0,0.6000000000000001,0.13744910311433917,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0,1.0,1.0,0.6785714285714286,0.0,1.0,0.6666666666666667,0.3333333333333333,0.0,0.0,0.0
1,0.0,0.2941176470588235,0.5,0.2,0.15247056234180698,0.0,0.5,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0892857142857143,1.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0
0,0.0,0.5588235294117647,0.75,0.30000000000000004,0.22669747991636405,0.0,0.75,0.6666666666666667,0.6666666666666667,0.0,0.3333333333333333,0.3333333333333333,0.125,0.0,0.5,0.3333333333333333,0.6666666666666667,1.0,1.0,0.0
1,0.3333333333333333,0.20588235294117646,0.5,0.9,0.09304500935402223,0.75,0.5,1.0,0.6666666666666667,0.0,0.3333333333333333,0.3333333333333333,0.28571428571428575,1.0,0.5,0.0,0.3333333333333333,0.0,1.0,0.0
1,1.0,0.16176470588235292,0.5,0.1,0.15291075162319798,0.0,0.75,0.3333333333333333,0.6666666666666667,0.0,0.3333333333333333,0.6666666666666667,0.25000000000000006,1.0,0.5,0.0,0.6666666666666667,0.0,0.0,0.0
0,0.3333333333333333,0.6470588235294117,0.0,0.9,0.7797402883239792,0.0,0.5,0.3333333333333333,0.6666666666666667,0.0,0.3333333333333333,0.6666666666666667,0.10714285714285715,0.5,0.5,0.0,0.6666666666666667,0.0,1.0,0.0
0,0.0,0.1176470588235294,0.5,0.1,0.17255419830527127,0.0,1.0,0.6666666666666667,0.6666666666666667,0.0,1.0,1.0,0.28571428571428575,1.0,1.0,0.0,0.6666666666666667,0.0,1.0,0.0
1,1.0,0.2941176470588235,1.0,0.30000000000000004,0.12991086167051832,0.0,1.0,1.0,1.0,0.5,0.6666666666666667,0.0,0.48214285714285715,1.0,0.5,0.3333333333333333,0.6666666666666667,0.0,0.0,0.0
1,0.0,0.07352941176470588,1.0,0.5,0.057114559260482006,0.25,1.0,0.6666666666666667,0.6666666666666667,1.0,1.0,0.0,0.5178571428571428,1.0,0.5,0.3333333333333333,0.6666666666666667,1.0,0.0,1.0
0,0.3333333333333333,0.6029411764705882,0.5,0.30000000000000004,0.15302079894354573,0.25,0.5,1.0,0.6666666666666667,1.0,1.0,0.3333333333333333,0.035714285714285754,1.0,0.0,0.0,0.6666666666666667,0.0,0.0,0.0
1,1.0,0.5147058823529411,0.5,0.1,0.4587872785297678,0.25,1.0,1.0,0.6666666666666667,0.0,0.3333333333333333,0.6666666666666667,0.46428571428571425,1.0,0.5,0.0,1.0,0.0,1.0,0.0
1,1.0,0.08823529411764706,0.5,0.30000000000000004,0.09210960713106636,0.0,0.5,0.0,0.6666666666666667,0.0,1.0,0.3333333333333333,0.33928571428571425,1.0,0.5,0.0,0.6666666666666667,0.0,1.0,1.0
1,1.0,0.1176470588235294,0.5,0.30000000000000004,0.15555188731154398,0.0,0.5,0.3333333333333333,0.6666666666666667,0.0,1.0,0.6666666666666667,0.5892857142857142,1.0,0.5,0.0,0.6666666666666667,0.0,1.0,0.0
0,0.0,0.2941176470588235,0.25,0.30000000000000004,0.07131066358534169,0.0,0.75,1.0,0.6666666666666667,1.0,1.0,0.6666666666666667,0.0892857142857143,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0
1,1.0,0.2941176470588235,0.5,0.1,0.12947067238912735,0.75,0.5,0.3333333333333333,0.3333333333333333,0.0,1.0,0.6666666666666667,0.16071428571428575,1.0,0.0,0.0,0.6666666666666667,0.0,1.0,0.0
1,1.0,0.2941176470588235,0.5,0.1,0.13315725762077696,0.0,1.0,1.0,0.6666666666666667,0.0,1.0,0.6666666666666667,0.28571428571428575,1.0,0.5,0.0,1.0,0.0,1.0,0.0
1,1.0,0.20588235294117646,1.0,0.1,0.19808517662594918,0.0,0.75,0.6666666666666667,0.6666666666666667,0.0,0.0,0.6666666666666667,0.14285714285714285,1.0,0.5,0.3333333333333333,0.6666666666666667,0.0,0.0,0.0
0,0.0,0.2941176470588235,0.5,0.2,0.15109497083746012,1.0,0.5,0.3333333333333333,1.0,0.0,1.0,0.6666666666666667,0.01785714285714285,1.0,0.5,0.0,0.6666666666666667,0.0,0.0,0.0
1,1.0,0.16176470588235292,1.0,0.30000000000000004,0.06718388907230109,0.0,0.5,1.0,0.6666666666666667,0.0,1.0,1.0,0.28571428571428575,1.0,1.0,0.3333333333333333,0.6666666666666667,0.0,1.0,0.0
0,1.0,0.25,1.0,0.0,0.6839440959612633,1.0,1.0,1.0,0.6666666666666667,0.0,1.0,1.0,0.19642857142857145,1.0,1.0,0.0,1.0,0.0,1.0,0.0
1,1.0,0.1176470588235294,1.0,0.0,0.05023660173874765,0.5,0.5,1.0,0.6666666666666667,0.0,1.0,0.0,0.44642857142857145,1.0,0.5,0.0,0.6666666666666667,0.0,1.0,0.0
1,1.0,0.1176470588235294,1.0,0.6000000000000001,0.18240343347639487,1.0,0.25,0.3333333333333333,0.6666666666666667,0.0,0.0,0.3333333333333333,0.32142857142857145,1.0,0.5,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0
0,0.0,0.6470588235294117,1.0,0.1,0.33459887751733247,0.0,1.0,1.0,0.6666666666666667,0.0,1.0,1.0,0.48214285714285715,1.0,1.0,0.3333333333333333,0.6666666666666667,0.0,1.0,0.0
1,1.0,0.25,0.5,0.30000000000000004,0.16011885110597557,1.0,1.0,1.0,0.6666666666666667,0.0,0.6666666666666667,0.3333333333333333,0.39285714285714285,1.0,0.5,0.0,0.6666666666666667,0.0,1.0,0.0
0,1.0,0.2941176470588235,0.75,0.0,0.12589413447782546,0.0,1.0,1.0,0.6666666666666667,0.0,1.0,0.6666666666666667,0.49999999999999994,1.0,0.5,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0
1,0.3333333333333333,0.07352941176470588,0.5,0.0,0.001430615164520744,0.0,0.5,1.0,1.0,0.0,1.0,0.0,0.0535714285714286,1.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0
1,1.0,0.38235294117647056,0.5,0.30000000000000004,0.08897325850115549,1.0,1.0,1.0,0.6666666666666667,0.0,1.0,0.6666666666666667,0.6964285714285714,1.0,0.5,0.0,0.6666666666666667,0.0,1.0,0.0
1,0.3333333333333333,0.20588235294117646,0.5,0.0,0.33069219764498736,0.0,0.75,0.6666666666666667,0.6666666666666667,0.0,0.6666666666666667,0.0,0.16071428571428575,1.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0
1,0.0,0.2941176470588235,0.5,0.1,0.1463629360625069,0.0,0.75,0.3333333333333333,0.6666666666666667,0.0,0.0,1.0,0.26785714285714285,1.0,1.0,0.0,1.0,0.0,1.0,0.0
0,0.6666666666666667,0.2941176470588235,1.0,0.0,0.06019588423021899,1.0,0.75,1.0,0.6666666666666667,0.0,0.3333333333333333,0.0,0.32142857142857145,0.0,0.5,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0
0,0.0,0.16176470588235292,0.0,0.0,0.03851656212171234,0.0,1.0,1.0,0.6666666666666667,0.0,0.6666666666666667,0.6666666666666667,0.25000000000000006,1.0,0.0,0.3333333333333333,0.6666666666666667,1.0,0.0,0.0
1,1.0,0.20588235294117646,1.0,0.30000000000000004,0.0505667436997909,1.0,0.5,1.0,0.6666666666666667,0.0,0.6666666666666667,0.3333333333333333,0.17857142857142855,1.0,0.5,0.3333333333333333,0.6666666666666667,0.0,1.0,0.0
0,0.0,0.20588235294117646,0.5,0.2,0.21475734565863322,0.0,0.5,0.3333333333333333,0.6666666666666667,0.5,0.6666666666666667,0.6666666666666667,0.41071428571428575,1.0,0.5,0.0,0.6666666666666667,0.0,0.0,0.0
1,1.0,0.25,0.75,0.2,0.07378672829316606,0.25,0.75,1.0,0.6666666666666667,0.0,0.6666666666666667,0.0,0.26785714285714285,1.0,0.5,0.3333333333333333,1.0,0.0,0.0,0.0
1,1.0,0.08823529411764706,0.5,0.0,0.07131066358534169,0.0,0.5,0.6666666666666667,0.6666666666666667,0.0,0.3333333333333333,0.0,0.21428571428571425,1.0,0.5,0.0,0.3333333333333333,1.0,0.0,1.0
0,0.0,0.20588235294117646,0.0,0.2,0.15758776273797734,0.0,0.25,0.0,0.3333333333333333,0.0,1.0,0.3333333333333333,0.125,1.0,0.0,0.0,0.6666666666666667,0.0,0.0,0.0
1,0.0,0.1176470588235294,0.5,0.2,0.07538241443820842,0.0,0.5,0.3333333333333333,0.3333333333333333,0.5,0.6666666666666667,0.3333333333333333,0.19642857142857145,1.0,0.5,0.0,0.6666666666666667,0.0,0.0,0.0
1,1.0,0.029411764705882346,0.5,0.2,0.07114559260482008,0.75,0.5,1.0,0.0,0.0,0.3333333333333333,0.0,0.25000000000000006,1.0,0.5,0.0,0.6666666666666667,0.0,0.0,0.0
0,1.0,0.20588235294117646,0.75,0.2,0.08572686255089688,0.0,0.75,1.0,0.3333333333333333,0.0,0.0,0.0,0.0535714285714286,1.0,0.5,0.0,0.6666666666666667,0.0,0.0,0.0
0,0.3333333333333333,0.1176470588235294,0.5,0.2,0.038571585781886214,0.25,0.25,1.0,0.3333333333333333,0.0,1.0,0.6666666666666667,0.14285714285714285,0.0,0.0,1.0,0.6666666666666667,0.0,0.0,0.0
0,0.0,0.6470588235294117,0.5,0.4,0.15412127214702323,0.0,0.5,0.6666666666666667,0.6666666666666667,0.0,1.0,0.6666666666666667,0.625,1.0,0.5,0.0,0.6666666666666667,0.0,0.0,0.0
1,0.3333333333333333,0.25,1.0,0.9,0.18719049191152196,0.0,0.75,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.3333333333333333,0.14285714285714285,1.0,0.5,0.3333333333333333,0.6666666666666667,0.0,0.0,0.0
1,0.0,0.1176470588235294,1.0,0.30000000000000004,0.007428194123473095,0.0,0.75,1.0,0.3333333333333333,0.0,0.6666666666666667,0.0,0.6964285714285714,1.0,0.5,1.0,0.3333333333333333,0.0,1.0,0.0
0,0.3333333333333333,0.2941176470588235,0.5,0.30000000000000004,0.15637724221415208,0.25,0.25,0.6666666666666667,1.0,0.0,0.3333333333333333,0.6666666666666667,0.0535714285714286,1.0,0.0,0.0,0.6666666666666667,0.0,1.0,0.0
1,1.0,0.1176470588235294,1.0,0.6000000000000001,0.09695168922636734,1.0,0.75,1.0,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666667,0.75,1.0,0.5,0.0,0.6666666666666667,0.0,0.0,0.0
0,0.0,0.20588235294117646,0.25,0.2,0.07169582920655881,0.0,0.5,1.0,0.6666666666666667,0.0,0.6666666666666667,0.6666666666666667,0.44642857142857145,0.0,0.5,0.0,0.6666666666666667,0.0,0.0,0.0
1,0.3333333333333333,0.1176470588235294,0.75,0.30000000000000004,0.018432926158248045,0.0,0.5,1.0,1.0,0.5,1.0,0.0,0.01785714285714285,1.0,0.0,0.3333333333333333,0.6666666666666667,0.0,0.0,0.0
1,1.0,0.38235294117647056,0.5,0.30000000000000004,0.11461428414218112,0.5,1.0,1.0,0.6666666666666667,0.0,0.3333333333333333,0.6666666666666667,0.19642857142857145,0.0,0.5,0.0,1.0,0.0,0.0,0.0
1,1.0,0.1176470588235294,1.0,0.9,0.06393749312204247,0.0,0.5,1.0,0.3333333333333333,1.0,0.3333333333333333,0.0,0.17857142857142855,1.0,0.5,0.3333333333333333,1.0,0.0,1.0,0.0
1,1.0,0.13235294117647056,0.5,0.30000000000000004,0.06377242214152085,0.25,0.0,0.3333333333333333,0.3333333333333333,0.0,1.0,0.0,0.8035714285714286,1.0,0.5,0.0,0.6666666666666667,0.0,0.0,0.0
0,0.3333333333333333,0.058823529411764705,0.5,0.2,0.05430835259161439,0.0,0.5,0.6666666666666667,0.3333333333333333,0.0,1.0,0.0,0.0892857142857143,1.0,0.5,0.0,0.6666666666666667,0.0,0.0,0.0
1,0.3333333333333333,0.38235294117647056,0.5,0.30000000000000004,0.15081985253659075,1.0,1.0,0.3333333333333333,0.3333333333333333,0.0,1.0,0.6666666666666667,0.10714285714285715,1.0,0.5,0.0,0.6666666666666667,0.0,0.0,0.0
0,1.0,0.1176470588235294,0.5,0.2,0.04803565533179267,0.5,0.5,1.0,0.3333333333333333,0.0,1.0,0.6666666666666667,0.17857142857142855,1.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0
1,1.0,0.20588235294117646,1.0,0.30000000000000004,0.02085396720589854,0.5,1.0,1.0,0.6666666666666667,0.0,0.6666666666666667,0.3333333333333333,0.23214285714285715,0.0,0.5,0.3333333333333333,1.0,0.0,1.0,0.0
